,location,total_sqft,bath,price,bhk,price_per_sqft
1782,Bommasandra Industrial Area,1020.0,2.0,29.45,2,2887.2549019607845
1783,Bommasandra Industrial Area,1165.0,2.0,33.64,2,2887.5536480686696
1784,Bommasandra Industrial Area,1090.0,2.0,31.48,2,2888.0733944954127
1785,Bommasandra Industrial Area,1310.0,2.0,37.83,3,2887.7862595419847
1786,Bommasandra Industrial Area,1000.0,2.0,28.88,2,2888.0
1787,Bommasandra Industrial Area,1020.0,2.0,29.45,2,2887.2549019607845
1788,Bommasandra Industrial Area,1160.0,2.0,33.51,2,2888.793103448276
1789,Bommasandra Industrial Area,1125.0,2.0,32.49,2,2888.0
1790,Bommasandra Industrial Area,1220.0,2.0,35.2,3,2885.2459016393445
1791,Bommasandra Industrial Area,1491.0,3.0,40.5,3,2716.2977867203217
1792,Bommasandra Industrial Area,1125.0,2.0,32.49,2,2888.0
1793,Bommasandra Industrial Area,1130.0,2.0,32.64,2,2888.495575221239
1794,Bommasandra Industrial Area,1065.0,2.0,30.75,2,2887.323943661972
1795,Bommenahalli,1200.0,3.0,125.0,3,10416.666666666666
1796,Bommenahalli,1632.0,3.0,145.0,4,8884.803921568628
1797,Bommenahalli,1670.0,3.0,135.0,4,8083.832335329342
1798,Bommenahalli,832.0,3.0,77.0,3,9254.807692307691
1799,Bommenahalli,1680.0,3.0,135.0,4,8035.714285714285
1800,Bommenahalli,1632.0,3.0,128.0,4,7843.137254901961
1801,Bommenahalli,3339.0,3.0,250.0,3,7487.271638215035
1802,Bommenahalli,1355.0,3.0,135.0,4,9963.09963099631
1803,Bommenahalli,1232.0,3.0,96.0,3,7792.207792207792
1804,Bommenahalli,1632.0,3.0,140.0,4,8578.43137254902
1805,Brindavan Layout,2200.0,2.0,150.0,4,6818.181818181818
1806,Brindavan Layout,1100.0,2.0,38.68,2,3516.3636363636365
1807,Brindavan Nagar,1520.0,3.0,111.0,3,7302.631578947368
1808,Brindavan Nagar,1280.0,2.0,90.0,2,7031.25
1809,Brooke Bond First Cross,1275.0,2.0,69.0,2,5411.764705882353
1810,Brooke Bond First Cross,1721.0,3.0,93.0,3,5403.834979662986
1811,Brooke Bond First Cross,1720.0,3.0,95.0,3,5523.2558139534885
1812,Brookefield,1150.0,2.0,69.0,2,6000.0
1813,Brookefield,1142.0,2.0,70.0,2,6129.5971978984235
1814,Brookefield,1440.0,2.0,68.0,3,4722.222222222223
1815,Brookefield,2169.0,4.0,115.0,3,5301.982480405717
1816,Brookefield,1595.0,3.0,88.0,3,5517.241379310345
1817,Brookefield,2800.0,4.0,240.0,4,8571.42857142857
1818,Brookefield,1476.0,3.0,105.0,3,7113.821138211382
1819,Brookefield,1700.0,4.0,152.0,4,8941.176470588236
1820,Brookefield,1262.0,2.0,75.0,2,5942.947702060222
1821,Brookefield,1139.0,2.0,80.0,2,7023.705004389815
1822,Brookefield,1125.0,2.0,70.0,2,6222.222222222223
1823,Brookefield,1420.0,3.0,85.0,3,5985.915492957746
1824,Brookefield,3532.0,3.0,170.0,4,4813.137032842582
1825,Brookefield,941.0,2.0,48.0,2,5100.956429330499
1826,Brookefield,1595.0,2.0,75.0,3,4702.194357366771
1827,Brookefield,1410.0,2.0,80.0,3,5673.758865248227
1828,Brookefield,1100.0,2.0,55.0,2,5000.0
1829,Brookefield,2400.0,3.0,140.0,4,5833.333333333333
1830,Brookefield,1225.0,2.0,66.5,2,5428.571428571428
1831,Brookefield,1950.0,6.0,175.0,5,8974.358974358975
1832,Brookefield,1080.0,2.0,50.0,2,4629.62962962963
1833,Brookefield,1230.0,2.0,55.0,2,4471.544715447155
1834,Brookefield,1200.0,2.0,75.0,2,6250.0
1835,Brookefield,1089.0,2.0,49.0,2,4499.540863177227
1836,Brookefield,1130.0,2.0,56.0,2,4955.7522123893805
1837,Brookefield,1270.0,2.0,95.0,2,7480.314960629921
1838,Brookefield,1706.0,3.0,115.0,3,6740.914419695194
1839,Brookefield,1389.0,2.0,94.0,2,6767.458603311735
1840,Brookefield,1750.0,2.0,75.0,3,4285.714285714285
1841,Brookefield,1225.0,2.0,72.0,2,5877.551020408163
1842,Brookefield,3675.0,4.0,176.0,4,4789.115646258503
1843,Brookefield,1746.0,3.0,115.0,3,6586.483390607102
1844,Brookefield,1518.0,3.0,80.0,3,5270.092226613966
1845,Brookefield,1560.0,3.0,149.0,4,9551.28205128205
1846,Brookefield,1589.0,3.0,74.0,3,4657.016991818754
1847,Brookefield,1382.0,2.0,84.5,2,6114.3270622286545
1848,Brookefield,1260.0,2.0,70.0,2,5555.555555555556
1849,Brookefield,1206.0,2.0,90.0,2,7462.686567164179
1850,Brookefield,3050.0,4.0,130.0,4,4262.295081967213
1851,Brookefield,1594.0,3.0,140.0,3,8782.936010037642
1852,Budigere,1153.0,2.0,56.4,2,4891.587163920208
1853,Budigere,1162.0,2.0,59.9,2,5154.9053356282275
1854,Budigere,1991.0,4.0,103.0,3,5173.279758915118
1855,Budigere,1153.0,2.0,57.0,2,4943.625325238509
1856,Budigere,1162.0,2.0,57.0,2,4905.335628227194
1857,Budigere,1139.0,2.0,62.0,2,5443.371378402107
1858,Budigere,1139.0,2.0,56.8,2,4986.830553116769
1859,Budigere,1139.0,2.0,56.85,2,4991.220368744513
1860,Budigere,1920.0,2.0,88.0,3,4583.333333333333
1861,Budigere,1991.0,4.0,100.0,3,5022.601707684581
1862,Budigere,664.0,1.0,35.0,1,5271.084337349397
1863,Budigere,1820.0,3.0,93.0,3,5109.89010989011
1864,Budigere,1636.0,3.0,85.0,3,5195.59902200489
1865,Budigere,1444.0,2.0,70.0,2,4847.645429362881
1866,Budigere,1991.0,4.0,88.0,3,4419.889502762431
1867,Budigere,1139.0,2.0,60.0,2,5267.778753292362
1868,Budigere,1820.0,3.0,85.5,3,4697.802197802198
1869,Budigere,1820.0,3.0,93.0,3,5109.89010989011
1870,Budigere,1820.0,3.0,85.4,3,4692.307692307692
1871,Budigere,1162.0,2.0,58.0,2,4991.394148020654
1872,Budigere,1636.0,3.0,85.0,3,5195.59902200489
1873,Budigere,1636.0,3.0,92.0,3,5623.471882640587
1874,Budigere,1087.0,2.0,54.3,2,4995.40018399264
1875,Budigere,1820.0,3.0,89.0,3,4890.10989010989
1876,Budigere,1149.0,2.0,65.0,2,5657.093124456049
1877,Budigere,664.0,1.0,35.4,1,5331.325301204819
1878,Budigere,1153.0,2.0,56.7,2,4917.606244579359
1879,Budigere,1820.0,3.0,85.0,3,4670.32967032967
1880,Budigere,1139.0,2.0,56.5,2,4960.491659350308
1881,Budigere,1636.0,3.0,83.0,3,5073.349633251833
1882,Budigere,664.0,1.0,34.0,1,5120.481927710844
1883,Budigere,1820.0,3.0,85.2,3,4681.318681318681
1884,Budigere,1162.0,2.0,58.0,2,4991.394148020654
1885,Budigere,1153.0,2.0,60.0,2,5203.816131830009
1886,Budigere,1820.0,3.0,99.0,3,5439.56043956044
1887,Budigere,1172.0,2.0,56.725,2,4840.017064846416
1888,Budigere,1590.0,3.0,76.16,3,4789.937106918239
1889,Budigere,1820.0,3.0,85.0,3,4670.32967032967
1890,Budigere,1820.0,3.0,95.0,3,5219.780219780219
1891,Budigere,1991.0,4.0,100.0,3,5022.601707684581
1892,Budigere,1820.0,3.0,95.5,3,5247.252747252747
1893,Budigere,1153.0,2.0,56.0,2,4856.895056374675
1894,Budigere,705.0,1.0,34.545,1,4900.0
1895,Budigere,1153.0,2.0,56.5,2,4900.260190806592
1896,Budigere,1153.0,2.0,58.0,2,5030.3555941023415
1897,Budigere,1636.0,3.0,88.0,3,5378.973105134474
1898,Budigere,1153.0,2.0,56.55,2,4904.596704249783
1899,Budigere,1153.0,2.0,56.5,2,4900.260190806592
1900,Budigere,1153.0,2.0,60.0,2,5203.816131830009
1901,Byadarahalli,3155.0,4.0,370.0,3,11727.41679873217
1902,Byadarahalli,3500.0,3.0,425.0,4,12142.857142857143
1903,Byagadadhenahalli,620.0,2.0,22.0,2,3548.3870967741937
1904,Byagadadhenahalli,620.0,2.0,23.0,2,3709.6774193548385
1905,Byagadadhenahalli,620.0,2.0,23.0,2,3709.6774193548385
1906,Byatarayanapura,1413.0,2.0,75.0,3,5307.855626326964
1907,Byatarayanapura,1325.0,2.0,90.0,3,6792.452830188679
1908,Byatarayanapura,540.0,1.0,36.0,1,6666.666666666667
1909,Byatarayanapura,2631.0,3.0,200.0,4,7601.672367920943
1910,Byatarayanapura,650.0,1.0,50.0,1,7692.307692307692
1911,Byatarayanapura,1300.0,2.0,63.0,2,4846.153846153846
1912,Byrasandra,1455.0,2.0,56.0,3,3848.7972508591065
1913,Byrasandra,1140.0,2.0,60.0,2,5263.1578947368425
1914,Byrasandra,1100.0,2.0,55.0,2,5000.0
1915,Byrasandra,1250.0,2.0,65.0,2,5200.0
1916,Byrathi Village,1200.0,5.0,100.0,5,8333.333333333334
1917,Byrathi Village,906.0,3.0,55.0,4,6070.640176600442
1918,Byrathi Village,900.0,3.0,51.0,4,5666.666666666667
1919,Byrathi Village,1600.0,4.0,120.0,3,7500.0
1920,CQAL Layout,3811.0,3.0,475.0,4,12463.920230910522
1921,CV Raman Nagar,1550.0,3.0,65.0,3,4193.548387096775
1922,CV Raman Nagar,1120.0,2.0,55.0,2,4910.714285714285
1923,CV Raman Nagar,1070.0,2.0,55.0,2,5140.186915887851
1924,CV Raman Nagar,740.0,2.0,37.0,2,5000.0
1925,CV Raman Nagar,1230.0,3.0,47.0,2,3821.1382113821137
1926,CV Raman Nagar,1726.0,3.0,145.0,3,8400.92699884125
1927,CV Raman Nagar,1028.0,2.0,49.0,2,4766.536964980544
1928,CV Raman Nagar,1392.0,2.0,98.0,2,7040.229885057472
1929,CV Raman Nagar,1070.0,2.0,47.5,2,4439.252336448598
1930,CV Raman Nagar,1825.0,3.0,126.0,3,6904.109589041096
1931,CV Raman Nagar,1025.0,2.0,50.0,2,4878.048780487805
1932,CV Raman Nagar,1525.0,2.0,67.0,3,4393.44262295082
1933,CV Raman Nagar,1198.0,2.0,60.0,2,5008.347245409015
1934,CV Raman Nagar,1560.0,2.0,85.0,2,5448.717948717948
1935,CV Raman Nagar,1590.0,2.0,85.0,3,5345.911949685535
1936,CV Raman Nagar,1100.0,2.0,58.0,2,5272.727272727273
1937,CV Raman Nagar,1051.0,2.0,61.0,2,5803.996194100856
1938,CV Raman Nagar,705.0,1.0,57.0,1,8085.106382978724
1939,CV Raman Nagar,1225.0,2.0,47.88,2,3908.5714285714284
1940,CV Raman Nagar,1000.0,2.0,38.5,2,3850.0
1941,CV Raman Nagar,1435.0,2.0,60.0,3,4181.184668989547
1942,CV Raman Nagar,1020.0,2.0,55.0,2,5392.156862745098
1943,CV Raman Nagar,1285.0,2.0,65.0,2,5058.365758754864
1944,CV Raman Nagar,1030.0,2.0,35.0,2,3398.0582524271845
1945,CV Raman Nagar,1836.0,3.0,148.0,3,8061.002178649237
1946,CV Raman Nagar,1040.0,2.0,50.0,2,4807.692307692308
1947,CV Raman Nagar,1392.0,2.0,95.0,2,6824.712643678161
1948,CV Raman Nagar,705.0,2.0,50.0,1,7092.198581560284
1949,CV Raman Nagar,1125.0,2.0,46.0,2,4088.8888888888887
1950,CV Raman Nagar,1400.0,2.0,78.0,3,5571.428571428572
1951,CV Raman Nagar,1980.0,4.0,166.0,3,8383.838383838383
1952,CV Raman Nagar,1400.0,2.0,78.0,3,5571.428571428572
1953,CV Raman Nagar,907.0,2.0,38.0,2,4189.636163175303
1954,CV Raman Nagar,1392.0,2.0,110.0,2,7902.298850574713
1955,CV Raman Nagar,1480.0,3.0,65.0,3,4391.891891891892
1956,CV Raman Nagar,1227.0,2.0,42.88,2,3494.702526487368
1957,CV Raman Nagar,1225.0,2.0,48.0,2,3918.3673469387754
1958,CV Raman Nagar,1659.0,3.0,135.0,3,8137.4321880651
1959,CV Raman Nagar,1200.0,2.0,100.0,5,8333.333333333334
1960,CV Raman Nagar,1310.0,2.0,62.0,2,4732.824427480916
1961,Cambridge Layout,2400.0,3.0,260.0,3,10833.333333333334
1962,Cambridge Layout,1600.0,3.0,165.0,4,10312.5
1963,Cambridge Layout,1950.0,3.0,230.0,3,11794.871794871795
1964,Cambridge Layout,1756.0,3.0,307.0,3,17482.915717539865
1965,Cambridge Layout,1669.0,3.0,298.0,3,17855.002995805873
1966,Cambridge Layout,2098.0,3.0,210.0,3,10009.532888465204
1967,Canara Bank Colony,1000.0,2.0,45.0,2,4500.0
1968,Canara Bank Colony,900.0,2.0,35.0,2,3888.8888888888887
1969,Canara Bank Colony,1600.0,2.0,90.0,3,5625.0
1970,Canara Bank Layout,1600.0,3.0,90.0,3,5625.0
1971,Canara Bank Layout,1450.0,3.0,65.0,3,4482.758620689655
1972,Carmelaram,1732.5,3.0,91.855,3,5301.875901875902
1973,Carmelaram,1770.0,3.0,99.0,3,5593.220338983051
1974,Celebrity Paradise Layout,532.0,1.0,22.49,1,4227.443609022556
1975,Challaghatta,1639.0,3.0,123.0,3,7504.5759609518
1976,Chamrajpet,1475.0,2.0,120.0,3,8135.593220338983
1977,Chamrajpet,1900.0,2.0,170.0,4,8947.368421052632
1978,Chamrajpet,1350.0,2.0,180.0,2,13333.333333333334
1979,Chamrajpet,1050.0,2.0,162.0,2,15428.57142857143
1980,Chamrajpet,1660.4,4.0,211.0,4,12707.781257528306
1981,Chamrajpet,505.0,1.0,85.0,1,16831.68316831683
1982,Chamrajpet,1565.0,3.0,98.91,3,6320.127795527156
1983,Chamrajpet,730.0,1.0,52.0,2,7123.287671232877
1984,Chamrajpet,650.0,1.0,40.0,2,6153.846153846154
1985,Chamrajpet,1500.0,9.0,230.0,6,15333.333333333334
1986,Chamrajpet,650.0,2.0,45.0,2,6923.076923076923
1987,Chamrajpet,1650.0,3.0,115.0,3,6969.69696969697
1988,Chamundi Nagar,2800.0,7.0,250.0,7,8928.57142857143
1989,Chandapura,650.0,1.0,17.0,2,2615.3846153846152
1990,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1991,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
1992,Chandapura,800.0,1.0,20.0,2,2500.0
1993,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
1994,Chandapura,530.0,1.0,11.66,1,2200.0
1995,Chandapura,1208.0,3.0,45.0,3,3725.1655629139073
1996,Chandapura,1190.0,2.0,30.35,3,2550.4201680672268
1997,Chandapura,1200.0,2.0,32.0,2,2666.6666666666665
1998,Chandapura,1025.0,2.0,27.68,2,2700.487804878049
1999,Chandapura,582.5,1.0,15.135,1,2598.283261802575
2000,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
2001,Chandapura,1305.0,3.0,33.28,3,2550.191570881226
2002,Chandapura,1065.0,2.0,33.0,3,3098.5915492957747
2003,Chandapura,850.0,1.0,18.5,2,2176.470588235294
2004,Chandapura,1201.0,2.0,27.0,2,2248.1265611990007
2005,Chandapura,1500.0,2.0,60.0,2,4000.0
2006,Chandapura,850.0,2.0,25.4,2,2988.235294117647
2007,Chandapura,590.0,1.0,13.57,1,2300.0
2008,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2009,Chandapura,630.0,1.0,13.86,1,2200.0
2010,Chandapura,1185.0,2.0,30.22,3,2550.2109704641352
2011,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
2012,Chandapura,1107.0,2.0,43.0,3,3884.3721770551037
2013,Chandapura,520.0,1.0,14.04,1,2700.0
2014,Chandapura,1200.0,1.0,36.0,2,3000.0
2015,Chandapura,975.0,2.0,24.86,2,2549.74358974359
2016,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2017,Chandapura,985.0,2.0,25.12,2,2550.253807106599
2018,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2019,Chandapura,975.0,2.0,24.86,2,2549.74358974359
2020,Chandapura,700.0,1.0,19.0,2,2714.285714285714
2021,Chandapura,1190.0,2.0,30.35,3,2550.4201680672268
2022,Chandapura,1095.0,2.0,32.0,3,2922.3744292237443
2023,Chandapura,1208.51,3.0,42.0,3,3475.3539482503247
2024,Chandapura,876.0,2.0,29.5,2,3367.5799086757993
2025,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2026,Chandapura,1505.0,2.0,42.0,3,2790.6976744186045
2027,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2028,Chandapura,937.0,2.0,30.0,2,3201.7075773745996
2029,Chandapura,1025.0,2.0,27.68,2,2700.487804878049
2030,Chandapura,975.0,2.0,24.86,2,2549.74358974359
2031,Chandapura,800.0,2.0,25.0,2,3125.0
2032,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2033,Chandapura,778.0,2.0,25.29,2,3250.642673521851
2034,Chandapura,1230.0,2.0,31.37,3,2550.4065040650407
2035,Chandapura,950.0,2.0,25.65,2,2700.0
2036,Chandapura,1200.0,2.0,36.0,2,3000.0
2037,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2038,Chandapura,922.0,2.0,36.0,2,3904.5553145336225
2039,Chandapura,1110.0,2.0,29.97,3,2700.0
2040,Chandapura,674.0,1.0,19.9,2,2952.522255192878
2041,Chandapura,1225.0,3.0,33.08,3,2700.408163265306
2042,Chandapura,1305.0,3.0,33.28,3,2550.191570881226
2043,Chandapura,1230.0,2.0,31.37,3,2550.4065040650407
2044,Chandapura,1110.0,2.0,29.97,3,2700.0
2045,Chandapura,985.0,2.0,25.12,2,2550.253807106599
2046,Chandapura,750.0,1.0,18.5,2,2466.6666666666665
2047,Chandapura,1025.0,2.0,27.68,2,2700.487804878049
2048,Chandapura,1190.0,2.0,30.35,3,2550.4201680672268
2049,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
2050,Chandapura,1345.0,2.0,39.5,3,2936.8029739776953
2051,Chandapura,1033.0,2.0,30.47,3,2949.6611810261375
2052,Chandapura,971.0,2.0,38.0,3,3913.491246138002
2053,Chandapura,1015.0,2.0,25.88,2,2549.753694581281
2054,Chandapura,3300.0,4.0,135.0,4,4090.909090909091
2055,Chandapura,800.0,1.0,30.0,2,3750.0
2056,Chandapura,1185.0,2.0,30.22,3,2550.2109704641352
2057,Chandapura,900.0,2.0,35.0,2,3888.8888888888887
2058,Chandapura,975.0,2.0,24.86,2,2549.74358974359
2059,Chandapura,520.0,1.0,14.04,1,2700.0
2060,Chandapura,1230.0,2.0,31.37,3,2550.4065040650407
2061,Chandapura,1305.0,3.0,33.28,3,2550.191570881226
2062,Chandapura,1323.0,2.0,42.0,3,3174.6031746031745
2063,Chandapura,410.0,1.0,10.0,1,2439.0243902439024
2064,Chandapura,985.0,2.0,25.12,2,2550.253807106599
2065,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2066,Chandapura,645.0,1.0,16.45,1,2550.3875968992247
2067,Chandapura,1200.0,2.0,36.0,2,3000.0
2068,Chandapura,740.0,1.0,22.0,2,2972.972972972973
2069,Chandapura,876.0,2.0,28.47,2,3250.0
2070,Chandapura,1095.0,2.0,28.0,3,2557.077625570776
2071,Chandapura,520.0,1.0,14.04,1,2700.0
2072,Chandra Layout,780.0,7.0,150.0,7,19230.76923076923
2073,Chandra Layout,890.0,1.0,75.0,1,8426.966292134832
2074,Chandra Layout,600.0,2.0,85.0,4,14166.666666666666
2075,Chandra Layout,815.0,3.0,160.0,2,19631.9018404908
2076,Chandra Layout,1600.0,3.0,130.0,3,8125.0
2077,Chandra Layout,1200.0,2.0,190.0,3,15833.333333333334
2078,Channasandra,1340.0,2.0,48.33,3,3606.716417910448
2079,Channasandra,1009.0,2.0,38.34,2,3799.8017839445
2080,Channasandra,1065.0,2.0,35.0,2,3286.3849765258215
2081,Channasandra,1470.0,2.0,90.0,3,6122.448979591837
2082,Channasandra,1115.0,2.0,33.45,2,3000.0000000000005
2083,Channasandra,1030.0,2.0,34.5,2,3349.5145631067962
2084,Channasandra,4200.0,6.0,180.0,6,4285.714285714285
2085,Channasandra,1115.0,2.0,40.0,2,3587.4439461883408
2086,Channasandra,1200.0,3.0,67.77,3,5647.5
2087,Channasandra,1104.0,2.0,35.5,2,3215.5797101449275
2088,Channasandra,1160.0,2.0,55.0,2,4741.379310344828
2089,Channasandra,1050.0,2.0,41.0,2,3904.7619047619046
2090,Channasandra,1065.0,2.0,40.47,2,3800.0
2091,Channasandra,1310.0,2.0,45.0,3,3435.114503816794
2092,Channasandra,1070.0,2.0,38.0,2,3551.4018691588785
2093,Channasandra,1050.0,2.0,35.0,2,3333.3333333333335
2094,Channasandra,1093.0,2.0,34.0,2,3110.704483074108
2095,Channasandra,808.0,2.0,40.0,2,4950.495049504951
2096,Channasandra,1010.0,2.0,36.0,2,3564.3564356435645
2097,Channasandra,1123.0,2.0,36.0,2,3205.699020480855
2098,Channasandra,1000.0,2.0,35.0,2,3500.0
2099,Channasandra,1500.0,4.0,89.45,4,5963.333333333333
2100,Channasandra,1330.0,2.0,51.83,3,3896.9924812030076
2101,Channasandra,1093.0,2.0,37.0,2,3385.1784080512352
2102,Channasandra,1115.0,2.0,35.8,2,3210.7623318385645
2103,Channasandra,1500.0,3.0,61.95,3,4130.0
2104,Channasandra,1800.0,3.0,60.0,3,3333.3333333333335
2105,Channasandra,830.0,2.0,36.28,2,4371.084337349397
2106,Channasandra,1200.0,3.0,67.77,3,5647.5
2107,Channasandra,1195.0,2.0,56.0,3,4686.192468619247
2108,Channasandra,1175.0,2.0,38.0,2,3234.0425531914893
2109,Channasandra,1200.0,2.0,46.13,2,3844.1666666666665
2110,Channasandra,1065.0,2.0,36.0,2,3380.281690140845
2111,Channasandra,1050.0,2.0,44.41,2,4229.523809523809
2112,Channasandra,1010.0,2.0,32.0,2,3168.3168316831684
2113,Channasandra Layout,1210.0,2.0,40.0,2,3305.785123966942
2114,Channasandra Layout,1535.0,3.0,55.0,3,3583.061889250814
2115,Channasandra Layout,1115.0,2.0,50.0,2,4484.304932735426
2116,Channasandra Layout,3100.0,6.0,165.0,5,5322.580645161291
2117,Channasandra Layout,1563.0,2.0,52.0,3,3326.935380678183
2118,Chelekare,2400.0,6.0,98.0,6,4083.3333333333335
2119,Chelekare,1250.0,2.0,62.4,2,4992.0
2120,Chelekare,1000.0,2.0,45.0,2,4500.0
2121,Chennammana Kere,1115.0,2.0,56.87,2,5100.448430493274
2122,Chennammana Kere,1465.0,2.0,74.72,3,5100.341296928327
2123,Chennammana Kere,1100.0,2.0,56.1,2,5100.0
2124,Chennammana Kere,1145.0,2.0,58.4,2,5100.436681222707
2125,Chennammana Kere,1095.0,2.0,55.85,2,5100.456621004566
2126,Chennammana Kere,1035.0,2.0,52.79,2,5100.48309178744
2127,Chennammana Kere,1480.0,3.0,75.48,3,5100.0
2128,Chennammana Kere,1705.0,2.0,86.96,3,5100.2932551319645
2129,Chennammanakere Achukattu,1260.0,2.0,75.0,2,5952.380952380952
2130,Chennappa Layout,1080.0,2.0,44.8,2,4148.148148148148
2131,Chennappa Layout,1050.0,2.0,45.0,2,4285.714285714285
2132,Chennappa Layout,1220.0,2.0,52.0,2,4262.295081967213
2133,Chikka Banaswadi,1093.0,2.0,65.0,2,5946.935041171088
2134,Chikka Banaswadi,1250.0,2.0,75.0,2,6000.0
2135,Chikka Tirupathi,2600.0,5.0,120.0,4,4615.384615384615
2136,Chikka Tirupathi,2325.0,4.0,120.0,4,5161.290322580645
2137,Chikka Tirupathi,1808.0,4.0,80.27,3,4439.712389380531
2138,Chikka Tirupathi,3297.0,3.0,135.0,3,4094.631483166515
2139,Chikka Tirupathi,3500.0,5.0,150.0,4,4285.714285714285
2140,Chikka Tirupathi,2646.0,3.0,99.0,3,3741.496598639456
2141,Chikka Tirupathi,2704.0,5.0,105.0,4,3883.1360946745563
2142,Chikka Tirupathi,2325.0,3.0,95.0,3,4086.021505376344
2143,Chikka Tirupathi,2325.0,4.0,120.0,4,5161.290322580645
2144,Chikka Tirupathi,3250.0,4.0,136.0,4,4184.615384615385
2145,Chikka Tirupathi,2665.0,5.0,125.0,4,4690.431519699812
2146,Chikkabanavar,950.0,2.0,40.0,2,4210.526315789473
2147,Chikkabanavar,1600.0,2.0,80.0,3,5000.0
2148,Chikkabanavar,1200.0,4.0,70.0,5,5833.333333333333
2149,Chikkabanavar,600.0,1.0,25.0,2,4166.666666666667
2150,Chikkabanavar,2460.0,7.0,80.0,4,3252.032520325203
2151,Chikkabanavar,2400.0,4.0,97.0,5,4041.6666666666665
2152,Chikkabanavar,2000.0,4.0,65.0,5,3250.0
2153,Chikkabanavar,1067.0,2.0,38.0,2,3561.3870665417057
2154,Chikkabanavar,1320.0,2.0,46.0,3,3484.848484848485
2155,Chikkabanavar,4000.0,7.0,110.0,8,2750.0
2156,Chikkadunnasandra,1398.0,3.0,51.0,3,3648.068669527897
2157,Chikkadunnasandra,1397.0,2.0,52.0,3,3722.2619899785254
2158,Chikkadunnasandra,1200.0,2.0,45.0,2,3750.0
2159,Chikkakannalli,1402.0,2.0,85.0,3,6062.767475035664
2160,Chikkalasandra,1290.0,2.0,56.12,3,4350.387596899225
2161,Chikkalasandra,1100.0,2.0,50.0,2,4545.454545454545
2162,Chikkalasandra,1208.0,2.0,49.0,2,4056.291390728477
2163,Chikkalasandra,875.0,2.0,52.8,2,6034.285714285715
2164,Chikkalasandra,1375.0,2.0,50.0,3,3636.3636363636365
2165,Chikkalasandra,1800.0,1.0,128.0,2,7111.111111111111
2166,Chikkalasandra,1070.0,2.0,50.0,2,4672.897196261682
2167,Chikkalasandra,1230.0,2.0,48.0,2,3902.439024390244
2168,Chikkalasandra,1428.0,2.0,80.0,3,5602.240896358543
2169,Chikkalasandra,1070.0,2.0,42.8,2,4000.0
2170,Chikkalasandra,1310.0,2.0,52.4,3,4000.0
2171,Chikkalasandra,1270.0,2.0,55.25,3,4350.393700787402
2172,Chikkalasandra,1365.0,2.0,49.0,3,3589.74358974359
2173,Chikkalasandra,1075.0,2.0,46.76,2,4349.767441860465
2174,Chikkalasandra,1230.0,2.0,53.51,3,4350.40650406504
2175,Chikkalasandra,1290.0,2.0,56.12,3,4350.387596899225
2176,Chikkalasandra,1070.0,2.0,45.48,2,4250.467289719626
2177,Chikkalasandra,1100.0,2.0,50.0,2,4545.454545454545
2178,Chikkalasandra,1390.0,2.0,60.47,3,4350.359712230216
2179,Chikkalasandra,1265.0,2.0,53.12,3,4199.209486166008
2180,Chikkalasandra,1224.0,2.0,45.0,2,3676.470588235294
2181,Chikkalasandra,1090.0,2.0,47.42,2,4350.45871559633
2182,Chikkalasandra,1355.0,3.0,54.2,3,4000.0
2183,Chikkalasandra,1350.0,2.0,54.2,3,4014.814814814815
2184,Chikkalasandra,1325.0,2.0,59.0,2,4452.830188679245
2185,Chikkalasandra,1290.0,2.0,72.0,2,5581.395348837209
2186,Chikkalasandra,1275.0,2.0,55.46,3,4349.803921568628
2187,Chikkalasandra,1425.0,1.0,54.0,3,3789.4736842105262
2188,Chikkasandra,1200.0,9.0,120.0,9,10000.0
2189,Chikkasandra,600.0,1.0,52.0,2,8666.666666666666
2190,Chikkathoguru,1113.0,2.0,46.0,2,4132.973944294699
2191,Chikkathoguru,1045.0,2.0,42.0,2,4019.1387559808613
2192,Chikku Lakshmaiah Layout,2292.0,2.0,285.0,3,12434.554973821989
2193,Chinnapanahalli,1225.0,2.0,48.0,2,3918.3673469387754
2194,Chinnapanahalli,1020.0,2.0,40.0,2,3921.5686274509803
2195,Chinnapanahalli,980.0,2.0,41.0,2,4183.673469387755
2196,Chokkanahalli,1266.67,2.0,69.0,2,5447.3540859103
2197,Cholanayakanahalli,2511.0,3.0,205.0,3,8164.078056551175
2198,Cholanayakanahalli,1370.0,2.0,75.0,3,5474.4525547445255
2199,Cholanayakanahalli,750.0,2.0,50.0,1,6666.666666666667
2200,Cholanayakanahalli,580.0,2.0,95.0,2,16379.310344827587
